Date,Trend,Seasonal,Residual
2002-03-02,30381.18833924177,-2595.419415127386,706.5644092189505
2002-03-03,30381.131644415414,-3180.631037486472,-1556.167273595609
2002-03-04,30212.185892120153,1678.7429672472688,361.2378072992469
2002-03-05,29927.014377742944,1895.321296093177,2233.9559928305425
2002-03-06,29649.5443320184,1431.1918656818755,84.3888022997271
2002-03-07,29431.39561116635,605.5046432415525,-765.0669210745691
2002-03-08,29244.91476111637,140.07557655804032,-1023.2403376744114
2002-03-09,29043.027522818036,-2784.1399685046067,-1038.1792209800988
2002-03-10,28807.92284493755,-3127.641568225131,78.21872328758036
2002-03-11,28617.310122652936,1796.9120750059396,774.1944690077908
2002-03-12,28553.65668517822,2017.0874431419584,261.50587167982303
2002-03-13,28581.601590055016,1515.040572429776,215.399504181878
2002-03-14,28627.397276955548,407.89081186056745,-260.5797554827841
2002-03-15,28660.280714550438,316.7989980343391,-1227.6213792514427
2002-03-16,28699.58265879882,-2756.781394285143,-1079.634597847009
2002-03-17,28830.671254103112,-3052.2652691657177,1211.0106817292726
2002-03-18,29076.3155569766,1502.4170521614144,404.22572419531934
2002-03-19,29353.02717536553,1835.6523147781284,-1212.5961568103266
2002-03-20,29569.749594174187,1445.6054734406855,-73.8550676148734
2002-03-21,29687.876025002555,582.4769531178556,-635.3529781204124
2002-03-22,29703.67703269302,504.7436975298334,2544.287603110479
2002-03-23,29644.234830247577,-2379.5090560846975,1745.5242258371218
2002-03-24,29488.45232146804,-2927.045568577687,-367.4900862236864
2002-03-25,29184.592503230902,1019.7505269372278,-761.1763635014613
2002-03-26,28734.07720923786,1388.846664010461,719.7011267516791
2002-03-27,28229.957755776068,1151.9551570000015,374.96208722393203
2002-03-28,27776.069132220255,867.2911691433662,852.3480319697119
2002-03-29,27449.1658678796,885.7888245461878,-1803.3296924257884
2002-03-30,27244.30864069364,-1911.0442433042842,-1231.9310640560252
2002-03-31,27150.96651292956,-3143.1710342215997,-1008.0454787079616
2002-04-01,27204.84451173872,539.9691605663228,-224.230338971709
2002-04-02,27430.679526150907,1374.7708892915841,-154.90874877582246
2002-04-03,27759.44251653465,1275.2059521943906,-640.940135395711
2002-04-04,28062.253211139487,1445.5609942212118,-172.7725386940292
2002-04-05,28221.801150893396,908.1490544761772,812.6747946304276
2002-04-06,28226.306926959747,-2190.3862862095475,1728.4543592498012
2002-04-07,28131.94566017865,-3706.5850015255664,2052.943689173004
2002-04-08,27997.097393366963,166.25792766401054,727.7696789690272
2002-04-09,27851.606266239905,1374.5711464998271,-837.0940794064009
2002-04-10,27735.684732232752,1756.2667953914042,-1753.9931942908224
2002-04-11,27749.570712500954,2093.7855669383825,-1833.1479461060044
2002-04-12,28010.088280526645,1195.1180422024468,-1158.2479893957607
2002-04-13,28550.20483983763,-2492.4867105988346,-1043.4264625721262
2002-04-14,29272.754492611137,-3996.010766621734,-1088.9937259894032
2002-04-15,29988.581153463285,-5.792103350170212,-510.4140501131151
2002-04-16,30533.812673122422,1211.1495389882496,1416.6211212226626
2002-04-17,30840.14116616986,1893.4022089422692,3480.206624887869
2002-04-18,30895.08463839674,2295.822477519814,3194.6345507501137
2002-04-19,30697.120869237828,1285.2737083151044,1796.4387557804039
2002-04-20,30248.744648719436,-2709.0187995758906,-311.6425158102138
2002-04-21,29593.704828621692,-4132.3089361439115,-1310.1458924777799
2002-04-22,28853.763886837078,-34.63428830520111,-597.3795985318757
2002-04-23,28193.676005438134,1328.6464159182835,-962.6974213564172
2002-04-24,27715.39987058074,2016.6603888000693,-1156.1435927141392
2002-04-25,27418.640564700832,2348.567802763603,-928.3333674644346
2002-04-26,27245.06066964966,1184.5498306173959,-433.44383360038773
2002-04-27,27143.673535964695,-2778.1509712093484,353.5607685779869
2002-04-28,27090.16582651745,-3962.90541888265,1179.531259031868
2002-04-29,27082.1992856631,343.9765939283716,279.74078707519584
2002-04-30,27086.626225823737,1320.6475853518682,-129.10714450893647
2002-05-01,27076.17332196837,1606.47313352676,-795.4381221617987
2002-05-02,27070.64648310094,1779.0744630302834,-15.387612797891052
2002-05-03,27100.091366712273,1091.2902297097617,-667.5482630887018
2002-05-04,27166.64016653833,-2625.50004641986,132.90154654819708
2002-05-05,27258.223031048714,-3449.0150910117854,-206.33294003692936
2002-05-06,27346.76217632481,918.5738035168897,-365.2943131750326
2002-05-07,27432.925939773384,1223.9542670478043,976.744793178812
2002-05-08,27532.665049113348,1180.3439799515154,966.6576376018056
2002-05-09,27614.673090881537,1318.8554805375745,-487.19523808578015
2002-05-10,27638.397356207373,1254.021085407106,-376.96010828114595
2002-05-11,27611.11205121565,-2518.788730432499,-510.69832078315085
2002-05-12,27559.124660665304,-3387.9588216249126,181.7508276262779
2002-05-13,27513.774852921084,697.894916025528,1600.8302310533873
2002-05-14,27506.661361475362,1214.6366569516076,-767.2980184269691
2002-05-15,27523.644696015024,1245.049063851408,-764.0687598664335
2002-05-16,27520.354771430488,1297.0220407730303,-28.876812203518057
2002-05-17,27477.38624637374,1801.214915449959,427.94050484296895
2002-05-18,27411.935687566853,-2222.736334920842,-102.44935264601008
2002-05-19,27370.38505390157,-3526.886074067116,51.4176868322138
2002-05-20,27376.36188206005,-205.78928548927792,576.6357367625606
2002-05-21,27397.666378048754,896.3887339387175,-12.555111987472628
2002-05-22,27421.612177529543,1585.5827330566958,-687.9449105862404
2002-05-23,27502.45725093609,1764.2722764461064,-789.1461940488662
2002-05-24,27678.920577001423,1917.0835377485241,-89.46244808327901
2002-05-25,27991.37178024731,-2126.2579428202707,-185.78050409370917
2002-05-26,28497.955294718933,-3801.321957034967,-345.1333376839648
2002-05-27,29191.166875497307,-835.9322233495079,-2265.8179854811315
2002-05-28,29953.32729056009,1060.9885656481165,244.18414379179376
2002-05-29,30635.8990034332,2734.5413210161314,-725.6903244493296
2002-05-30,31163.15550499657,2267.2232862927963,222.62120871063598
2002-05-31,31588.22086254459,956.2001406990997,2850.453996756314
2002-06-01,31954.460036432556,-2816.822042532642,3006.320339433416
2002-06-02,32180.253332796867,-4286.437146928842,1062.3088141319786
2002-06-03,32186.169041661924,-653.0793937598322,-1381.839647902092
2002-06-04,32023.935045328606,1768.0940926868793,-2389.570804682153
2002-06-05,31842.75299521961,3782.490974779986,717.71436333374
2002-06-06,31826.989058354775,2232.302411588347,2026.000196723544
2002-06-07,32041.33337366865,-68.3655111661636,-2363.884529169154
2002-06-08,32330.768465411795,-3479.5741984426627,-2575.6942669691307
2002-06-09,32515.619712676573,-4456.146891887373,-1193.4311541225325
2002-06-10,32528.130476225644,337.0274386740977,2223.8004184335914
2002-06-11,32428.855186950976,2145.1826268673394,3615.253852848349
2002-06-12,32295.701567841657,3993.2321358010063,3261.566296357334
2002-06-13,32075.33054042562,2128.3044697323885,-1304.3850101580101
2002-06-14,31653.970465886447,-966.9657885316975,-1109.2963440214153
2002-06-15,31121.812802814402,-4269.168491858681,-710.0193109557222
2002-06-16,30732.64202055721,-4644.747444090523,-426.18624313335386
2002-06-17,30723.617704810502,1334.9726855335682,-1064.4237236774024
2002-06-18,31171.68991091349,2848.1929587122067,-2432.382869625697
2002-06-19,31984.390773355477,4203.082647962819,-4002.8900879849643
2002-06-20,32989.48643445727,2116.6189113809983,-1579.813679171606
2002-06-21,34113.916845336375,-1057.6901091894897,938.2315971864518
2002-06-22,35329.23937386965,-4851.514045998354,1792.024672128704
2002-06-23,36536.62934061,-5033.688877733861,1772.5595371238596
2002-06-24,37601.89045149372,1350.451445624174,1875.6997695487735
2002-06-25,38395.81594771181,3326.2337130875494,340.82533920063725
2002-06-26,38859.23443708632,4201.373287129356,369.308942450989
2002-06-27,39089.80474262649,2064.0874184162494,1653.3995056239291
2002-06-28,39239.37743637898,-619.9489911898968,-650.8451118557423
2002-06-29,39371.54011890071,-5165.476714537428,-184.6467376966175
2002-06-30,39462.886530469885,-5541.5378209230685,-236.84870954681537
2002-07-01,39427.64044957096,1301.6297635657736,-1348.5202131367332
2002-07-02,39220.80896364456,3812.457829752258,199.19153993651707
2002-07-03,38904.462093933995,4303.597162140077,2636.3157439259303
2002-07-04,38557.60660984667,2056.310504448845,1964.7495523711477
2002-07-05,38131.963102332375,-386.0129899846982,1449.2165543189913
2002-07-06,37533.094945466866,-5337.036258657051,-1576.933686809818
2002-07-07,36759.42774887801,-5921.115683381737,-1302.2703988296053
2002-07-08,35932.319263686804,1418.6197925103768,-14.147389530517103
2002-07-09,35230.54296528232,4261.602400166842,1684.8963012175009
2002-07-10,34779.29821618245,3824.2979217732745,-133.8461379557193
2002-07-11,34571.31777740079,1749.6558064789608,-3887.0985838797533
2002-07-12,34602.69655877965,-337.9294498218378,-2110.3504422911465
2002-07-13,34931.379327655195,-5320.030415657424,67.19275466889667
2002-07-14,35601.15871856662,-5520.169163351624,-817.5728885483331
2002-07-15,36544.16547557907,2279.167515926306,-705.1663248387122
2002-07-16,37576.80839090816,4694.632571718709,-2566.732629293532
2002-07-17,38483.24753832145,2432.6680722488286,-132.04061057027866
2002-07-18,39160.52701829031,812.4919043582868,4130.647744018068
2002-07-19,39579.676161060095,-770.956189293601,3937.4050282335083
2002-07-20,39681.511007637455,-4976.287351202073,2035.1513435646193
2002-07-21,39387.656536461196,-4224.066817894172,341.9519480996387
2002-07-22,38754.19073775894,3520.789196734005,-283.6882678262773
2002-07-23,37999.40104954237,4109.314962701642,2239.4506544226533
2002-07-24,37430.042471255954,849.6958008500928,-1268.1132721060494
2002-07-25,37241.309740706434,437.50856128881867,-3370.9433019952558
2002-07-26,37448.70333771017,-650.3128680466879,-5251.30713633015
2002-07-27,37989.39419547595,-4398.167483686333,-3222.351711789619
2002-07-28,38811.53572814842,-2936.6085486709358,-78.80217947748315
2002-07-29,39840.84979288085,4223.136028330922,1810.7641787882312
2002-07-30,40935.98016713044,3412.1314406978227,1420.6800588384067
2002-07-31,41805.73401785407,-108.0518701216437,1983.6511856009092
2002-08-01,42144.309523104435,-198.25847042295737,2586.2406139851882
2002-08-02,41825.66769125094,-825.5880279294687,3885.003670011858
2002-08-03,40965.34829126317,-4031.657373649297,2246.1007490527845
2002-08-04,39798.13452552479,-2326.8235647424576,2182.189039217672
2002-08-05,38553.00203031882,4176.6157696886385,721.0071999925422
2002-08-06,37391.87024866687,2706.350731078889,-3585.3459797457617
2002-08-07,36481.19878966856,-117.87231487040984,-4392.576474798152
2002-08-08,36026.67580048083,-100.99796142095647,-3462.177839059874
2002-08-09,36178.36408640498,-88.57525410760502,-2624.663832297374
2002-08-10,36917.441462357805,-3238.0167227373545,-1133.0914062871161
2002-08-11,38094.03052007088,-2141.0753798173037,-1625.9968069202441
2002-08-12,39468.469880658704,3372.1349791085563,-770.8548597672634
2002-08-13,40791.7204092971,1962.9857955026312,2081.6271285336043
2002-08-14,41896.96454954057,-129.5893211951016,3812.999771654533
2002-08-15,42652.96676630433,57.564479571776644,2583.8854207905606
2002-08-16,42963.87118850687,429.662969011339,1300.2991758151256
2002-08-17,42832.69395823562,-2777.414824192255,1323.6375326232956
2002-08-18,42326.779388615054,-2641.0923045042205,1377.3545825558322
2002-08-19,41550.34095266829,1775.0323747603352,1149.0433392380437
2002-08-20,40631.80963206065,2256.3633116253786,-923.0062770193617
2002-08-21,39648.418809057286,1155.6914130706143,-2147.9435554612355
2002-08-22,38604.31912557036,519.67598355013,-39.87010912048572
2002-08-23,37496.523097916564,450.3823346628229,1378.1362340872802
2002-08-24,36359.5354045981,-2784.3824806680473,182.97207606994925
2002-08-25,35238.976296089015,-3273.647604916353,518.4213088273391
2002-08-26,34153.86064721087,330.2719480983503,893.4090713574406
2002-08-27,33059.50279414943,2651.6306366188783,263.65823589835054
2002-08-28,31939.16104838602,2441.219865251194,-1315.7142469705504
2002-08-29,30952.372756673325,732.7321872045612,-1541.7716105445543
2002-08-30,30305.10804922754,231.8944320970166,-1050.8774813245545
2002-08-31,30051.189800210585,-2901.644009877597,-411.6291236663201
2002-09-01,30115.95792995058,-3505.6267080163575,-1817.2062219342224
2002-09-02,30369.87574411109,118.0377658290386,-4931.038509940128
2002-09-03,30710.382699331672,2932.208820267684,-696.4248529326906
2002-09-04,31139.828410307386,2756.2505108105884,4213.5044122153595
2002-09-05,31678.694803460592,264.1935144244014,2709.11168211501
2002-09-06,32229.120627971155,-257.1524595195934,71.57349821510797
2002-09-07,32612.765641665264,-2643.15175933681,-1057.8638823284527
2002-09-08,32700.7842796367,-3083.1185150588617,-1091.3740979111717
2002-09-09,32537.40830467062,436.8468380943503,1532.2865239016937
2002-09-10,32359.295395850993,2445.924673120879,2406.9882643614656
2002-09-11,32331.268874251713,2338.504037429954,-306.6479116816663
2002-09-12,32367.723147905905,73.94820247378027,-2138.6296837130176
2002-09-13,32334.846307532185,-160.75280351927208,-1460.4268373462437
2002-09-14,32233.43116590212,-2038.44798244272,-354.89985012606485
2002-09-15,32172.089267296626,-2445.481633777816,1050.7673664811919
2002-09-16,32264.038172636978,1074.3575940190283,2033.8542333439946
2002-09-17,32489.833052911195,1534.039514969428,-761.3725678806222
2002-09-18,32666.07252177309,1239.7863782880736,-1752.9422333944967
2002-09-19,32641.386503659083,94.57335903617513,-126.95986269525747
2002-09-20,32405.260362931065,346.9185517417927,988.779418660477
2002-09-21,32041.030923081515,-1258.719181430449,1669.0632583489314
2002-09-22,31645.802933156298,-2473.278867065736,2693.9759339094417
2002-09-23,31231.962266541766,1054.060012961558,54.35272049667401
2002-09-24,30737.73244298359,486.65832689263317,-1155.557436542891
2002-09-25,30180.815187146756,721.6017350869743,-1226.2502555670617
2002-09-26,29698.85697250147,871.3081995364595,-1133.4151720379305
2002-09-27,29447.396260909118,1041.2884578595863,-164.64305210203747
2002-09-28,29493.364841066163,-631.3553208647104,-1037.7595202014527
2002-09-29,29766.454449162185,-3035.94131464765,-1764.4714678478667
2002-09-30,30117.543024819453,392.58454112487226,-1413.419232610995
2002-10-01,30411.71274250718,-26.13876720187392,430.0093580280263
2002-10-02,30607.605463719432,920.9513308990861,2304.2765387148174
2002-10-03,30680.965703953407,1545.0856924132952,2739.0736036332964
2002-10-04,30598.819357857985,1362.6212961570448,660.5176793183018
2002-10-05,30321.644127092954,-771.7500281584314,1472.355901065479
2002-10-06,29855.572077670575,-3682.3619189577885,-1231.0851587127872
2002-10-07,29267.991331385696,12.167705481223294,432.5076297997475
2002-10-08,28687.690949158314,281.0212021551498,-959.5454846467946
2002-10-09,28206.380253278996,1276.9255930600752,-1206.9308463390698
2002-10-10,27862.916018470263,1821.6977754041197,-824.7387938743814
2002-10-11,27645.08587184737,1326.5257008414012,-97.81990602210135
2002-10-12,27529.20743987494,-1155.7219126475661,-571.4438605607065
2002-10-13,27477.57911264392,-3767.859791398573,758.5723454213185
2002-10-14,27483.992680105923,134.07269727737216,-351.52371071662856
2002-10-15,27519.886200329813,661.0364583885105,507.91067461501007
2002-10-16,27566.971897666423,1247.110374253361,156.6260614135499
2002-10-17,27615.228198059656,1566.1700835235229,-499.4399482498484
2002-10-18,27656.714579732405,1214.62126779951,-410.5025141985825
2002-10-19,27702.551904350817,-1658.8363911219203,-91.84051322889718
2002-10-20,27772.385286451918,-3359.228772559978,99.88515277472834
2002-10-21,27856.84474917117,246.999124175269,311.53112665356093
2002-10-22,27955.772498877323,1034.18080048171,25.838367307635053
2002-10-23,28064.363210018088,1333.7722059227567,-439.9270826075117
2002-10-24,28188.98082890395,1315.5904857051828,279.55368539086703
2002-10-25,28349.708678501807,1080.0221575179967,211.51916398019603
2002-10-26,28542.23283570216,-1985.7228669066162,-607.8016354622123
2002-10-27,28754.084405481517,-3177.9123382626103,-506.0851106971677
2002-10-28,28981.253340964824,328.9841632747641,-353.737504239587
2002-10-29,29215.429542210568,1145.672436864264,272.2313542584998
2002-10-30,29442.529310913218,1407.317008739234,888.1120136808786
2002-10-31,29641.96398465887,1353.7774334064165,-108.65808473195284
2002-11-01,29775.566087121584,959.8640551879508,8.028191023797262
2002-11-02,29822.707859108945,-2091.9726633391183,568.9731375635056
2002-11-03,29791.639989765856,-3109.8441019104152,659.0791121445582
2002-11-04,29687.976030470094,427.70054890785065,355.61508728872286
2002-11-05,29521.43058180037,1169.9885169257402,-58.75243205944207
2002-11-06,29306.284207801695,1355.0189441504358,-352.84481861879976
2002-11-07,29059.55741286225,1256.5575043731424,198.7600827646056
2002-11-08,28832.354647567372,648.866413792176,503.19560530711897
2002-11-09,28671.165658440477,-1937.0194980586652,-476.43782704848127
2002-11-10,28580.00339146968,-2820.0849273286794,-802.7934641409993
2002-11-11,28554.309453481197,627.7113553040232,-510.47914211855095
2002-11-12,28601.120259370433,1261.317567289022,-588.9794933261219
2002-11-13,28732.38349766462,1247.6963807412308,19.128454927478742
2002-11-14,28948.194873297718,928.6175469629359,203.52091307267983
2002-11-15,29201.6864742458,316.8931863127283,-515.4129938918595
2002-11-16,29442.443107248113,-1842.034156230699,-74.86728435074474
2002-11-17,29650.520127992255,-2593.2621487273623,562.7003540684382
2002-11-18,29832.477570277446,734.3178208887276,539.8712755004926
2002-11-19,29975.141039297167,1350.7307990406405,798.5864949955248
2002-11-20,30060.223647362574,1457.1210536307974,-732.3863676600413
2002-11-21,30067.821489671955,589.6824323489583,194.03774464575326
2002-11-22,30006.446316539732,-11.47473032228752,4.278413782554708
2002-11-23,29902.861255106593,-1933.9880117060522,950.1267565994604
2002-11-24,29811.7230286513,-2496.536420209318,-140.31160844198166
2002-11-25,29772.379442517693,787.0077055636787,-184.1371480813723
2002-11-26,29822.439144755837,1623.2211018230812,-883.7019132455862
2002-11-27,29966.309949474442,1804.7986627397243,70.34972111916431
2002-11-28,30226.320086514002,459.5327237268917,-1715.8528102408927
2002-11-29,30622.438165871747,-106.95973267804327,-422.7284331937044
2002-11-30,31161.480158614504,-2053.585601500369,-1046.644557114134
2002-12-01,31791.445150570413,-2809.3334216523026,738.5549377485586
2002-12-02,32454.486007182415,726.4513890048795,-186.68739618729523
2002-12-03,33083.63677591604,1900.7640584296325,161.43249898766226
2002-12-04,33639.83876073859,2243.7704053048424,649.557500623232
2002-12-05,34079.67425431206,464.09129798768504,1549.5677810335837
2002-12-06,34375.98705264752,-90.56294759374188,296.15922827955364
2002-12-07,34508.47875105156,-2293.456983596331,746.2698992114383
2002-12-08,34498.64289530675,-3149.1756807484576,-303.05054789162386
2002-12-09,34350.14015164247,524.7899652881778,752.0282164026939
2002-12-10,34098.43011233872,1966.7590420293652,672.8108456319169
2002-12-11,33812.9825406564,2234.937729593777,-24.33693691683584
2002-12-12,33569.94413947035,875.3807354723607,-798.866541609379
2002-12-13,33396.347274187494,97.34667849625461,310.72271398291923
2002-12-14,33256.046014003856,-1978.025096308814,-896.062584361709
2002-12-15,33082.15139820263,-3128.7190364240523,-950.8490284452455
2002-12-16,32873.542435021416,512.0027223247297,-422.12849067948264
2002-12-17,32649.1973000298,1440.5496106978446,1316.6280892723553
2002-12-18,32407.16408203892,1137.1504818205876,2269.185436140495
2002-12-19,32132.798775908617,1074.1775850500935,487.8569723746259
2002-12-20,31817.0210002317,693.9085514828693,-1407.3462183812371
2002-12-21,31471.387722208216,-1355.5467580093894,-335.2576308654934
2002-12-22,31153.221620150438,-2663.338320342285,64.03336685851536
2002-12-23,30928.98895886522,670.3142569170864,-646.4282157823036
2002-12-24,30831.875288335516,849.5577330806628,-1133.8496880828461
2002-12-25,30827.755650049447,-35.47122951415395,-1258.4094205352922
2002-12-26,30809.46842044454,920.520330604898,376.51124895056273
2002-12-27,30733.733599999257,944.9643649324537,1257.6353684016249
2002-12-28,30685.99675028446,-900.7836106610932,1227.4118603766328
2002-12-29,30729.18172899399,-2005.8834352057706,369.243372878449
2002-12-30,30831.583454459775,893.6763176958325,368.8235611777236
2002-12-31,30950.95229791204,652.6722187628261,-2042.6661833415346
2003-01-01,31090.503057365604,-623.6110453252427,-2863.183678707028
2003-01-02,31313.672641404064,620.0520542502504,185.0253043456869
2003-01-03,31643.877308946467,832.09774985996,1225.7749411935729
2003-01-04,32010.707513125606,-643.2606303886523,-152.07188273695283
2003-01-05,32338.18471268882,-1724.4703901769053,332.53567748808564
2003-01-06,32602.289587378655,808.1329232556715,603.9108226990065
2003-01-07,32798.934252208215,694.5773174817406,1883.655096976705
2003-01-08,32964.66366474187,-338.06300539600386,1042.149340654134
2003-01-09,33153.64803833184,718.4455565350777,-2060.3435948669176
2003-01-10,33375.71447056254,654.5542136850246,-2074.018684247563
2003-01-11,33623.49274172659,-939.2231484906308,-466.8112599026281
2003-01-12,33931.776918292766,-2113.5119341368736,316.86001584410405
2003-01-13,34357.40880131624,460.93349481505373,271.82437053536705
2003-01-14,34885.6490403847,1184.932712477001,-155.7484195283614
2003-01-15,35395.1262781629,636.8037371292892,394.77831804114976
2003-01-16,35794.33048521429,1091.7555480143665,555.2056334380104
2003-01-17,36116.84792114373,475.1445888125693,-55.78417662296124
2003-01-18,36440.344618741576,-1502.111085014362,1219.6414662727839
2003-01-19,36775.14253010907,-2841.723459847982,496.33092973891326
2003-01-20,37043.69541457815,271.3075527577229,-1813.502967335873
2003-01-21,37200.01249860794,1335.6555017395276,-944.2096670141327
2003-01-22,37305.44550338312,1135.6949069725172,784.7345896443658
2003-01-23,37408.43662342427,1633.32787371596,1688.6105028597667
2003-01-24,37469.23633507963,690.3961312297131,1417.49253369066
2003-01-25,37419.253469251824,-1733.048216893775,-956.0802523580496
2003-01-26,37187.208065321414,-3276.401424320711,-1080.4316410007013
2003-01-27,36756.45988274529,44.82669186427421,2059.255092057101
2003-01-28,36202.10486958379,1001.766178879629,2279.795618203243
2003-01-29,35609.833218516746,1177.8491447482152,-361.3906965982969
2003-01-30,35017.14158687634,1978.1287992138011,-1010.3120527568099
2003-01-31,34448.09708515012,907.8144158427161,-519.9115009928355
2003-02-01,33930.9974808373,-1901.5695901545942,-334.1778906827094
2003-02-02,33537.589024694185,-2956.581286946522,-848.8410710809949
2003-02-03,33344.86541186333,217.2176204980618,-1024.7080323613882
2003-02-04,33328.63429963834,850.3954214666345,-1502.6547211049729
2003-02-05,33415.91403574847,1032.6935540177478,81.30907690044114
2003-02-06,33582.327902140336,1577.6124226482946,490.3513418780349
2003-02-07,33825.81687301402,668.2327866958125,58.658673623504
2003-02-08,34127.20713529541,-1867.8710821644347,537.4139468690264
2003-02-09,34431.725243607085,-2125.4708792849287,-222.9626976554864
2003-02-10,34701.61393656053,303.3448996081666,-296.7921695020268
2003-02-11,34950.593637816506,497.8970821236412,56.467613393186184
2003-02-12,35160.99664671594,1150.6665525266837,-183.9965325759622
2003-02-13,35286.04711234322,1216.9718882243683,669.7726660990738
2003-02-14,35283.37786230665,422.31958968291417,178.55254801044066
2003-02-15,35133.11449895877,-1857.0972201962554,113.27438790415181
2003-02-16,34866.82491228746,-1970.813218715878,3051.988306428415
2003-02-17,34544.54935204821,545.6563410830199,178.4193068687673
2003-02-18,34195.25547480257,614.8501642247064,-432.77230569394305
2003-02-19,33842.27112429094,1251.9836678140098,-641.7964587716197
2003-02-20,33531.35376876141,1128.404725178003,-2003.758493939411
2003-02-21,33336.7665312745,473.50751624782833,-639.149047522329
2003-02-22,33312.197275854014,-2155.4821106988747,26.618168178196356
2003-02-23,33438.61648134461,-2550.8204302120134,-832.4627177992625
2003-02-24,33612.678164708595,1126.0718762714553,-270.4167076467129
2003-02-25,33761.00512285304,1276.7825080567875,-270.12096424316405
2003-02-26,33869.66561126928,1031.7171887485847,2154.367199982138
2003-02-27,33923.51583688796,899.1935954723953,1556.0822343063119
2003-02-28,33888.594417392495,839.2170410939361,-370.43645848643064
2003-03-01,33754.777502618075,-2302.3308286891265,-272.8633405956134
2003-03-02,33538.87725208247,-3587.148385919499,-753.2288661629718
2003-03-03,33271.99435196014,1307.5137735771325,715.4918744627284
2003-03-04,33012.66242918044,1664.901755200479,736.8108156190792
2003-03-05,32837.86725370317,1003.9808053854393,-1793.2230590886065
